StartDateTime,Operator
2016-11-11 01:22:40,8697ed3c178553472fcdd09939e91bd61190211e6bb8ee9c56e99d058bc5a205
2016-11-11 06:08:21,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-11-11 13:54:56,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-11 17:50:30,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-11 21:45:51,db0a3a52e2bb13be387edd4a5c2e64612ec9e2d8fd300140563bb1aaf9c28ca1
2016-11-11 23:05:19,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-12 03:50:02,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-12 06:07:14,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-11-12 11:51:11,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-12 17:53:01,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-12 21:45:16,db0a3a52e2bb13be387edd4a5c2e64612ec9e2d8fd300140563bb1aaf9c28ca1
2016-11-12 23:13:47,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-13 03:54:09,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-13 05:35:40,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-11-13 12:09:09,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-13 17:53:46,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-13 22:48:15,8697ed3c178553472fcdd09939e91bd61190211e6bb8ee9c56e99d058bc5a205
2016-11-14 00:20:56,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-14 03:46:35,2e2dc7faf9509605d06a03b565a88653f63d80db0e523e0530e474bba4750c90
2016-11-14 05:51:49,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-11-14 11:13:35,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-14 17:54:56,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-14 21:51:23,8697ed3c178553472fcdd09939e91bd61190211e6bb8ee9c56e99d058bc5a205
2016-11-14 23:00:00,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-15 06:06:36,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-11-15 12:01:03,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-15 17:03:00,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-15 21:58:44,8697ed3c178553472fcdd09939e91bd61190211e6bb8ee9c56e99d058bc5a205
2016-11-15 23:12:19,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-16 03:48:16,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-16 05:53:55,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-11-16 17:59:04,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-16 22:54:02,8697ed3c178553472fcdd09939e91bd61190211e6bb8ee9c56e99d058bc5a205
2016-11-17 00:22:28,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-17 04:19:10,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-17 04:24:41,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-17 05:24:39,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-17 06:25:41,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-11-17 12:48:35,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-11-17 18:11:24,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-11-18 00:55:14,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-11-18 06:02:55,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-11-18 14:57:17,2020416fda83bc1ecf8f357d95954159bb4deccfaf36904ab8eda07c82b323b5
2016-11-18 17:49:39,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-11-19 01:43:46,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-11-19 05:50:54,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-11-19 12:04:59,d4cac3919537b522024f9b4c9d1e7f2fe0638ba4c877cfcfe5ca41183e9f544c
2016-11-19 17:51:38,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-11-20 00:57:37,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-11-20 06:00:48,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-11-20 11:58:48,d4cac3919537b522024f9b4c9d1e7f2fe0638ba4c877cfcfe5ca41183e9f544c
2016-11-20 17:50:22,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-11-21 00:13:46,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-11-21 06:00:16,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-11-21 12:09:11,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2016-11-21 17:50:51,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-11-22 01:02:22,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-11-22 05:56:52,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-11-22 11:03:59,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-11-22 18:00:51,82eb5679dc8d1f72345417059cb8eb2f6a8e52c8a13a42daaffe581c8d80eebb
2016-11-24 02:51:29,9c0ba59a97129148158c7015dac3c5cc72366f0ebd92f067f0b56548884db3bc
2016-11-24 05:51:43,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-11-24 06:04:03,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-24 12:23:02,45c3abfd5708d43e18fd79d83e79a4c3910cd3cf227ade8ec9054382745171ac
2016-11-24 13:21:38,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-26 02:41:52,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-26 03:36:51,2a2f567ac01efe07e47fec153af7c3f092beaad052a30844ae82f8bb5782db36
2016-11-26 05:49:31,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-26 11:08:30,45c3abfd5708d43e18fd79d83e79a4c3910cd3cf227ade8ec9054382745171ac
2016-11-26 12:09:25,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-26 15:54:39,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-26 17:49:21,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-27 00:38:28,4fe36ba9cfcf14292593e0000d575f376bc7c37eb803c44a1669617ac6f5ee5f
2016-11-27 14:42:15,07cc00332c231720baa4876e156fb50b6e290d5b8b20d722a625eeaa8913da75
2016-11-27 17:30:10,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-28 00:10:14,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-11-28 05:51:13,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-28 15:50:36,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-28 17:48:00,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-29 00:19:52,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-11-29 05:47:41,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-29 12:16:46,45c3abfd5708d43e18fd79d83e79a4c3910cd3cf227ade8ec9054382745171ac
2016-11-29 13:11:37,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-29 15:33:43,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-29 17:50:00,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-11-30 00:24:16,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-11-30 05:49:44,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-30 11:39:51,8697ed3c178553472fcdd09939e91bd61190211e6bb8ee9c56e99d058bc5a205
2016-11-30 12:36:14,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-11-30 15:11:48,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-11-30 17:56:18,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-01 00:13:21,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-01 06:11:27,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-01 13:03:50,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-01 18:05:42,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-01 22:33:41,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-02 05:54:13,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-02 14:49:02,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-02 17:56:52,ab43b2d0cdd8ac2b1a2020eab133c4a658a7404c41c2965e764f875b7eea8e58
2016-12-02 17:57:52,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-02 18:15:23,ab43b2d0cdd8ac2b1a2020eab133c4a658a7404c41c2965e764f875b7eea8e58
2016-12-02 23:55:18,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-03 05:56:22,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-03 12:59:54,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-03 18:01:43,ab43b2d0cdd8ac2b1a2020eab133c4a658a7404c41c2965e764f875b7eea8e58
2016-12-04 00:07:10,161220860cb7cb085c41b1fc7f3df44d4ae082b212016e3fb1b6aea9914a35ce
2016-12-04 02:16:08,f8ba486de2278b29a1baaa9185ef60339de10039e45a2dc0851e47f4bd71452b
2016-12-04 03:53:56,7d843367e1a8cb27be53984ec759cb3444a352ac1a216adf7bb53273525a3a63
2016-12-04 05:52:55,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-04 13:04:11,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-04 17:46:48,ab43b2d0cdd8ac2b1a2020eab133c4a658a7404c41c2965e764f875b7eea8e58
2016-12-04 23:57:59,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-05 06:02:07,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-05 13:53:14,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-05 18:05:44,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-06 00:06:43,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-06 08:03:19,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-06 12:58:16,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-06 18:10:46,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-07 12:01:35,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-07 14:35:57,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-07 18:07:08,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-07 23:00:00,8e0f023b8f94264c7900395406d6e4b41b97ff3a9662ee82900012af3b51932a
2016-12-07 23:01:48,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-08 00:05:40,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-08 00:21:58,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-08 01:06:51,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-08 06:07:18,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-08 12:10:36,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-08 18:23:21,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-08 22:07:04,07cc00332c231720baa4876e156fb50b6e290d5b8b20d722a625eeaa8913da75
2016-12-08 23:10:37,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-09 01:00:01,8e0f023b8f94264c7900395406d6e4b41b97ff3a9662ee82900012af3b51932a
2016-12-09 01:33:04,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-09 12:08:24,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-09 17:42:35,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-09 21:55:00,07cc00332c231720baa4876e156fb50b6e290d5b8b20d722a625eeaa8913da75
2016-12-09 23:03:46,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-10 03:36:03,43338d73d19ecfb6cd35082f94a38e31a8933afb212e87e98c5e28707d0268c2
2016-12-10 05:44:44,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-10 12:45:27,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-10 17:56:52,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-10 22:09:34,07cc00332c231720baa4876e156fb50b6e290d5b8b20d722a625eeaa8913da75
2016-12-10 23:12:54,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-11 03:53:48,8c31715bb4afd32402a5fca806e9256a47f90bd9361e73fe3ae6511d6789e93f
2016-12-11 05:54:05,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-11 11:44:32,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-11 18:07:18,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-12 02:34:57,6bcd703adebdf8eb6023b7bf7d5abfd0907ac30c9324599bf4ef9a7a529ced75
2016-12-12 05:52:40,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-12 11:46:14,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-12 18:08:18,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-12 21:56:51,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-12 23:05:12,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-13 03:51:06,6bcd703adebdf8eb6023b7bf7d5abfd0907ac30c9324599bf4ef9a7a529ced75
2016-12-13 05:55:24,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-13 12:11:16,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-13 18:04:42,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-13 22:03:56,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-13 22:04:55,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-13 22:11:21,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-13 23:05:12,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-14 03:58:06,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-14 05:46:13,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-14 12:25:34,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-14 18:04:46,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-14 21:50:32,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-14 22:55:14,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-15 03:31:45,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-15 06:16:09,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-15 18:04:08,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-16 01:06:34,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-12-16 06:15:12,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-16 12:22:28,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2016-12-16 18:00:08,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
